division,2020_03,2020_04,2020_05,2020_06,2020_07,2020_08,2020_09,2020_10,2020_11,2020_12,2021_01,2021_02,2021_03,2021_04,2021_05,2021_06,2021_07,2021_08,2021_09,2021_10,2021_11,2021_12,2022_01,2022_02,2022_03,2022_04,2022_05,2022_06,2022_07,2022_08,2022_09,2022_10,2022_11,2022_12,2023_01,2023_02,2023_03,2023_04,2023_05,2023_06,2023_07,2023_08,2023_09,2023_10,2023_11,2023_12,2024_01,2024_02,2024_03,2024_04,2024_05,2024_06,2024_07,2024_08,2024_09,2024_10,2024_11,2024_12,2025_01,2025_02,2025_03
Hawai‘i::Hanawī,31.122821749596813,6.969338661239447,10.059131086353288,7.630803417903899,13.246519542737882,8.112016841974196,19.577816680106253,4.916745290710084,36.00355160800683,13.634630179181292,30.40278177177213,15.844405550351011,35.666008028175696,16.345962714045157,12.210017172528698,6.302570487412248,20.563967854686464,16.82239291812921,17.8405322816858,25.958122598662367,7.416994966825966,27.037964851532113,3.2919230749276633,8.076762944988616,12.496853803007305,25.67705492244569,23.721795400104355,12.692459058675647,14.229544902049142,7.32285641705602,10.737021659472537,12.771579983813208,16.76278749347785,10.205222649950196,2.9103003117292,51.9682222986434,21.016920165899823,14.24757161025994,16.479600117991655,9.298279486054454,14.27916328206527,10.766770638162887,8.131669455874679,4.6490832300659335,18.09366773195143,12.80293541291149,3.4065100522661513,10.641209029029504,8.153707657895362,18.367913089365334,21.985858048335075,10.244283297066218,12.800052325443506,28.460427586329573,16.765249976283087,15.11484545465326,26.692183349539896,5.182690654349683,7.256118315535766,2.6872253562725312,15.322916913717863
Hawai‘i::Hapahapai,6.141271998378064,3.3648361471733947,5.391589432634191,3.2890661822806924,4.319927701667684,1.666538102724368,2.8597046724243103,0.7111102693609987,5.2509663820769115,4.300770094855551,5.477895052401021,2.350616370466896,7.673308706817679,5.440106729822835,2.7016920512989357,1.7104277748800876,6.067359419187369,4.614386150812355,1.9350745141988746,3.7921252911167795,1.3473980842176583,8.187023144650382,1.6216532671360346,1.4230501349014364,4.502478662266413,6.025387917440668,5.83650153876012,4.702953665645448,3.2056213697044473,2.4263933750138627,1.7506894529083954,1.9670188407140679,3.5192580031121774,14.897893605481313,3.1140565866904186,9.482393716382944,9.840061221165577,6.682836933015416,4.69455156752523,2.9115560581748365,0.8815612826813242,2.4708620587328105,1.5496760513561192,0.9709799187905485,6.30524395759399,4.652862734972829,4.813251510168294,3.182411358839553,0.9649091646334701,5.468513359314351,7.968485742209161,3.525826271296579,2.634439526554009,9.408976620550073,2.0979044248884056,3.5491762629789565,4.769704750402019,1.261549365088167,6.324881343919819,0.5201978240320367,5.56313010320783
Hawai‘i::Haʻakoa,21.332697670603675,6.8443127551764364,7.484218362678624,5.199684674832313,11.03108709718577,7.501249681029455,8.037974013013999,3.7043108869203856,28.26495288349373,12.055465560294547,19.388679279673376,12.225684191819772,23.501517388451443,11.385521471274425,8.295537602070576,4.328753542851414,11.44007568715369,13.220136382691749,13.262983240376203,23.70932897710703,4.367728610746574,23.801386154855646,2.431969278579761,4.728079034066054,8.717807897710703,16.500105943788277,15.761388387649461,7.174624981773112,10.422617745698455,4.764875134423301,4.299148804316127,9.460926108194808,11.383354749927094,10.54088974555264,1.8506776415317878,36.94585702828813,16.013777249198018,9.438557729111986,12.166272510207058,5.340888948126276,16.416175679862935,8.515469501859144,4.125420927201809,1.4258394906040393,15.00873865376203,7.737397245917177,2.3899497507473026,9.555109566382328,6.78325495771362,11.952430099883347,10.6911020888014,6.2409662984835235,7.916254852909011,28.98238599081365,11.735297736220474,9.637654017206183,16.91997370771362,3.0405918498468947,4.372167997229513,1.8633758019830855,10.456121044765238
Hawai‘i::Honokaia,6.780860312633197,4.416051684444893,3.931673004015524,1.041565126249243,4.980460425219284,1.7936555005944772,2.083683631342957,0.8446009788014279,3.5123697916666665,2.7828795539179403,4.9034272859322074,1.8891227714123877,7.221515930300379,4.99333141249972,2.0346570260448216,1.516249051851291,4.30583772180721,5.547138764104807,2.607337969973305,4.359640779578034,1.3440638880476479,6.880428633319874,1.2823877784507707,1.962857325877134,3.786781948230029,5.336613384564911,5.027328064360545,3.858548568348027,3.292149766836036,1.169700151037811,1.1063267720040604,3.175637012220428,3.9884348641115377,7.053100796795433,1.6152091158627209,9.231010211263657,8.05276105811293,3.6542087199536764,2.6706921801040897,0.87936635843947,5.342892898103282,2.507856402264621,1.0788878566160802,0.6992822921749164,5.3850211081387265,3.846609518361487,1.6872190167435002,3.8413140815330777,1.401770063072044,3.765253627150773,2.3356188799717343,2.0725487989882674,2.6437507799005093,12.10751375429033,2.5453017040738497,2.807030619069251,4.223706749697153,0.6332799802518675,3.889525953686879,0.5339731234016422,4.821254689918568
Hawai‘i::Honokeʻā,15.053969617192875,6.3157016557889305,11.523029883514257,8.443052841430319,14.15904388999312,7.1117131956654696,6.189344651235571,0.12648153848198246,27.669562485666237,7.228057093781056,7.577706931809495,4.2911571709445,14.803201864823027,10.96080431541931,6.8615583611249145,4.950203225933606,13.476855147733355,10.694241797502103,8.054150133065134,18.344981509441176,4.1932347757482225,13.466616956368016,2.438127027630724,3.696331242594221,8.62975612290727,17.98975344727085,11.17917700887738,11.987275198761564,10.316143912210459,5.393635090971639,4.2969686920676935,3.9423068883304033,9.876232405301584,18.578084387661495,3.58811130528056,15.876539685421605,16.688278801314887,8.111048467242567,8.631641909066586,6.116737778075071,10.325528049986621,8.100352640518691,3.380621822681752,2.5498930790602787,11.740644081826696,7.0747559676248,5.540986584191767,9.327026675139516,1.175404130095654,12.118283585209465,14.199123191556458,7.223635276116123,6.854828209808119,21.17528524195398,6.9843434955756445,6.992508516646281,10.826054965216729,2.5412905794902914,8.327333059399129,0.8322473203322089,9.657216932000612
Hawai‘i::Honokoa,6.185924817261386,1.4979535407616074,4.664307948951084,3.593962681488203,4.488483995187705,1.7812984534204097,1.8787784457303829,0.8238722633865414,4.808705561291568,2.449965423907141,3.692718623172614,1.6258534054046332,5.136711772260886,3.1942674579683326,3.5136310412707035,2.289131049309059,3.438472417722966,5.1082766480415,3.4857722783021567,3.257000961030053,0.8406501673094374,6.310436152235734,0.984888617420724,1.0812691971558512,2.7760683867556484,4.39914660575975,3.5875160878753016,7.351297122626006,2.4050865596910413,2.126827023298727,2.114531688760236,2.834468434717836,1.9434445034171943,10.069555219929406,1.607144551736642,6.1067001255769755,5.461638288294726,4.615346828243566,4.552613046072281,4.286481797144062,6.247623661167241,2.5760216303213914,1.2114431069762208,1.4444532612054677,3.5615240096746077,2.935600157015877,4.3221408351136805,3.5341640154979497,1.3828692708854338,3.5158935034011174,5.604914159295197,3.069897631543222,3.8480525855816916,9.479608031924775,3.1159334049044687,2.31728622663518,3.076031064224674,0.8896490375855638,4.420762804207096,0.2508580072235788,3.0588895503165325
Hawai‘i::Honokāne Iki,14.934126886482941,6.2063875691920725,12.34246053528165,8.621066015335824,14.535449632798304,6.436819909230097,5.990041415345918,0.20895818480171952,25.25275085806582,7.433436148756646,7.602861428679589,4.231711026356081,14.785359988054378,10.872392547235682,6.5613577524564235,4.969808977829094,13.631550638501919,10.343336083139848,7.512443794585773,17.34660364720035,3.911292516845851,13.30523194065886,2.3908765836361803,3.539867528202605,8.741017780680059,17.085111769382195,11.673735719934047,12.216007554344168,10.177357262433542,5.380271163520425,3.883784593407195,3.76175502851807,9.285290848559795,19.76252949601252,3.58402282234252,15.649181735396057,17.170462240897773,8.345342048590082,8.732436465273572,6.305207097760617,9.444970220068646,7.880469643818562,3.3493510877246115,2.3912405189510566,11.316536905242616,7.286899196194226,5.851264910996703,9.734976224426275,1.085128840659491,12.37118760094892,15.484499608822935,7.454319299330373,6.401938639881553,20.762446949239518,6.475492678048657,6.955663181825829,10.681508392430514,2.56731948939826,8.338593718453463,0.8224657976384262,9.880988715803554
Hawai‘i::Honokāne Nui,15.180757767494972,5.329502047329312,12.829641855847566,9.238803867556328,15.132751516855848,6.115811784180386,5.458406166913796,0.49571144859999744,20.44742720370181,7.350036057282613,7.267913199415414,4.021356350342571,14.103490526042199,9.997782370598562,6.287882782407881,5.272419560836146,12.822827189214985,9.835522601578212,8.047450877944234,14.90694211874084,3.027300143057402,13.181216339434846,2.1863765386926066,3.431098101373692,8.620886833392985,16.867989601441867,11.318551445273886,13.622525256075946,9.884000206650306,4.960971120619866,3.40538565047977,3.7802958401506634,7.389885479513925,21.12862357049119,3.2356451271005895,14.826809202116781,16.499466330913183,8.843541219279409,8.38489338335549,7.025218261069639,12.129227809591985,7.279877479803661,3.2091078059489724,2.3068648512330845,9.088933130517777,7.406880869294747,6.274441857764939,10.233533485871085,1.3761442328586768,11.83500278019225,16.104258274533866,7.611179728244197,6.959779885468862,19.54866614684528,6.75697897492927,5.988730501371989,8.912453503681359,2.5403650493617276,8.053051207732556,0.7303170078260814,9.405072146521459
Hawai‘i::Honokōhau,8.025958648655548,2.386601650735716,6.269726913947346,4.7107752858637815,6.338039803181512,2.7593088182276446,3.3345289189818654,2.0765251418949964,6.467370432081829,3.110735973611838,3.5785320807118524,2.0232649169208385,5.026989660568665,3.0482498819535726,3.7628248370480737,4.353281551098151,3.1954148434608665,4.9555341840120475,1.7520106277677103,0.5429672046286961,0.4864463085167307,4.779126560127108,0.6889807398878878,0.4844879865825879,1.8795408990990188,4.139132221171148,4.9651842800444115,7.0535701466966145,0.6614062061313953,2.870639360985975,2.504578536367871,4.326687704986027,0.8439234679288595,8.857502009979708,1.6600311247750739,4.678724285021504,3.18442700423691,8.147785253608392,4.768019328507256,4.055412229290829,1.7819984332926022,1.422497709859429,1.0548611050182495,0.8640181553211821,2.541169688548859,1.6041390327690501,2.8431920711086156,2.558829294497122,0.7765300746204967,1.6341368084313863,4.943589959353744,2.436651740706237,1.6433519572177415,4.049457066195332,2.31289491714417,2.5430916817946887,3.6958611566635615,0.1447660997031691,7.00485954469174,0.6484799229348256,2.1517954422912493
Hawai‘i::Honoliʻi,29.654419332178918,7.6135259091057605,8.717076737619935,6.910308167521591,14.52911779440433,6.624591766861611,20.605519162283137,5.894441528898619,40.745975866087285,14.086241845547315,29.63686820008495,16.14584694677688,34.44913881356117,14.910185306193574,10.474839463466964,5.513947483418826,19.207615904858365,13.370259798956667,16.62441394125527,29.050394245325148,7.365716992844774,25.45198164091003,2.9117662524095795,6.549635295847355,11.230954792476666,22.942908280785442,21.288087011685782,10.925213867198135,13.480052221169451,6.917184232773549,8.542959092963484,11.937094319382277,14.542559368227312,11.558936681151371,2.6324268992115094,51.36692586663182,20.72074505015193,13.78359117195413,15.334700123065529,8.570404645996016,15.796214577819889,10.818347484507902,7.453972947364983,3.579205311829538,19.39966075298679,10.5557177824245,2.9074393044619424,9.291823561603556,8.674200346326005,18.058375807277205,21.5033172558565,8.583744118992387,11.421225638742772,30.920261977107636,17.096014255998085,14.067740324925671,27.990007392099848,4.11620928899707,6.916782210768779,2.397793243784102,14.302309316496228
Hawai‘i::Honomu,33.680575084364456,6.605101303255062,11.669211148411138,8.695132346737907,14.558433369656917,9.110121976940382,19.99130870359955,5.292709505061868,38.379442315804276,14.199352766451069,30.67263076490439,16.177568502179415,38.06182332677166,17.72866502038808,13.539132803712038,7.252641881678853,21.34683457536558,19.182260176462318,19.606918764060744,27.195220226377955,7.818464830568055,28.77132399465692,3.4388571911909454,7.880576512408606,13.568639491352645,24.917138287401578,26.201973776715413,13.850163016732285,15.26630936269685,7.784880527629359,11.447408429415075,14.116067034589426,18.04806357213161,10.921549845331834,2.9188393076841956,53.060259069178855,23.097913297947134,15.850995676321713,19.480082079583802,10.164561216957257,17.697572105244657,11.821964637232846,8.53896253690945,5.154114524746906,20.555403719066366,12.772719083942633,3.4969912208239595,11.74058479506468,9.049122521794152,19.29808114805962,22.81941173368954,11.041056269333522,13.677565206692915,33.14411821569179,18.531687201209223,15.819725903402702,27.425574732845895,5.348550425337458,7.315022145669292,2.87193354981018,16.507568633998876
Hawai‘i::Honopue,17.13987700032243,6.641091671191964,12.45180559326636,9.84561403322699,16.28313365462938,9.1643993782667,6.678329911077926,0.0885768976348786,32.23628304880532,8.016575842553625,7.872563366523555,4.875546615148996,16.260002937907277,11.972554165676758,7.935798638804982,5.727028640883791,14.752190968215452,11.93565930033261,9.766213642071682,21.812533674568968,4.470548275013576,15.14878193515816,2.5431346038810076,4.5560737255634,9.690357698165558,22.199404092706356,11.956141127732149,13.940269269277763,11.920922036213684,5.896476685531496,4.760495594199702,4.482660845120316,10.679286321867364,20.505731040422212,3.615783310247251,18.268204418951942,17.97641825617703,8.597578162121573,9.045551350800977,6.9834877944270985,13.896945743110237,9.25770246105417,3.6596769177004145,3.0440971795029528,12.156182650862071,7.926418150115396,5.722910797922888,10.952965112085934,1.3501119082821411,13.188165006448548,14.92775479186465,8.05053081196545,8.080192936719387,23.24775838735406,8.370274158719116,7.480810798771382,11.073433893904427,2.8797324701330442,8.645967457108675,0.9325328353562823,10.405634047057426
Hawai‘i::Hualua,3.4875849223625313,2.423960568916016,3.1150317686721993,2.4181695376568273,2.1832593059798415,1.7311718418172315,2.1749238902150654,0.5090770346907979,3.8358782815205674,2.8667015000653446,3.835486150533375,2.0616714198855655,5.23821080042964,3.459861995417715,1.7429619347698242,1.0105402193023656,4.246971944734865,3.8809931270828573,1.4238264977680761,3.0313505693142093,0.9746203508388604,5.721764782157677,1.1509719296749927,1.159159937371353,3.376247799727187,4.440430676601758,3.939061376890908,3.136909423293691,2.33186195406688,1.9053887157145424,1.1919502559667723,1.7723066695322967,2.5394911639392133,10.423789901003039,2.448712840404156,7.731259648528115,7.116371459143334,4.943686289084197,3.5231364301875394,1.9557681351488223,1.034824183014711,1.8054915121030322,1.0987400981342095,0.8437763866823766,4.8553180236547195,3.2369790815826445,3.1476676597673734,1.6400269125016336,1.1081253975550935,3.3567944016074756,5.010010347918778,2.563348138804032,2.3830187755762573,7.9481403100189505,1.7615951760932957,2.3942704462010327,3.8173811214550595,0.8037270981464617,4.668989758266083,0.3850236130496088,4.029712233925246
Hawai‘i::Hāloa,8.202018036929955,2.2785479127578534,4.177584510462803,2.281869002214567,6.546630458881849,3.16665489216802,2.089868180082226,0.35126120399615274,5.2602616758171346,3.1015727526246724,4.217960227505742,1.7487489394941356,5.444194162924459,4.744395659038714,1.9155247004952018,2.0852965507607446,5.000135366685122,6.905382211439878,2.726652490811085,4.0516426306697015,1.6729962606755455,6.338991180179626,1.4279555273181186,1.89555751370007,2.908264320353511,7.552190665497868,4.814570469493315,4.40122909746145,5.785580932937583,2.1800686493320414,0.9199339698931677,2.305391967453043,3.740591214397761,8.88433821870899,1.481529095667241,5.378727149462763,7.753874210547901,3.8139331246924213,1.6989185803831408,1.3373375439581285,6.445149098794292,3.409457469549705,1.1276254128283403,1.1352008409074599,5.825478461157932,4.078647483365117,3.368707691903502,3.6221609841494424,0.5067465874779569,4.2782504664944225,4.645441410735524,2.571157620647761,4.070614792230561,11.324557407008694,2.5299568877132548,3.091017154883838,3.011774178252133,0.8758969444615322,4.483885677467807,0.2734526186164596,4.480445841791749
Hawai‘i::Hīlea,12.04341845236721,4.9855320733368735,8.19749477567137,5.171078121512305,5.159403959906405,4.1784743228577375,4.882829637818367,3.9375247145380654,6.14359940367608,3.821780399242617,13.435806663279994,3.4348006432755294,12.737922227738395,3.9460217651495912,4.564530440613912,5.8521368273797165,5.9747149229146945,7.654769533023916,6.488712371364137,2.8636034710516394,4.0033889584824625,12.998591451728359,1.529521726183604,4.116819367634948,3.8124123265291985,4.278369463462412,3.8715835007427595,6.0993140783630055,2.4374774803053394,3.246525172027617,3.324925279111922,4.911235120765697,3.077070933971414,6.997774729450974,3.5782017894528213,17.37626615404746,7.459149454283757,9.652988041771538,5.800325293832406,3.8335441585655903,6.575236105017664,4.198879751926171,1.877589614554229,2.0068970097693986,7.3711422470193435,2.540382412677704,9.53172264299074,2.522416567086922,2.356098549791797,2.8520152992010535,7.119670920213053,3.220249889836901,3.7400600653474037,20.882861027085692,5.075409407447603,5.972812925739488,8.50834112653074,0.6463184688916727,5.799203819051578,1.6793267038238624,4.596540578024339
Hawai‘i::Kaapoko,19.290704201525593,5.463900508530184,6.143868033341535,4.333210301837271,6.954207933480971,5.017429782336778,12.384610554051838,3.2947857073285762,22.785453576115486,9.42741974758038,19.424876455872706,11.974427390912073,22.065152866633863,10.330655475926838,7.452106786212271,3.557176004244587,11.978814232693571,10.019565852608268,11.327047192831365,17.440587321604333,4.8686315181061355,19.14527712844488,2.1334975034858923,5.96414016363189,7.162959061269686,15.107808911581365,14.363520905101707,7.7184693343996065,7.47899429441437,4.835864450049213,6.73753280839895,7.937979950992454,12.275771253690946,6.136081164903215,1.9151707446481299,36.536491654363516,11.98869904445538,9.19138061843832,8.764293440370736,5.411981857980644,5.807003952386812,6.349499159284777,5.134792538139764,2.7134147904363517,9.863597799786746,8.603648268331694,2.376957290128773,7.276754224081365,4.484870650323983,11.28203688894357,12.796304697752625,6.344846390050853,7.530134386277887,16.66395356586286,9.373201945948164,10.134781003937007,16.401758068815617,3.7284060500738194,5.739567954396326,1.8402854138471951,9.37248105827592
