division_full,date,D4,D3,D2,D1,D0,Near Normal,W0,W1,W2,W3,W4
Hawai‘i::Kiʻilae,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.290889429575557,73.70911057042444
Hawai‘i::Kiʻolakaʻa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.38707435719249,12.612925642807504
Hawai‘i::Koholālele,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Kolekole,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,28.84399551066218,71.15600448933782,0.0,0.0,0.0
Hawai‘i::Kukui,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Kukuilamalamahii,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Kulanakiʻi,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Kumakua,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Kuwaikahi,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Kāʻilikaula,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Kīholo,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525036460865338,32.688381137579,40.15556635877491,26.631016042780747
Hawai‘i::Kīlau,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Kīlauea Crater,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.66327396098389,57.33672603901611,0.0,0.0
Hawai‘i::Kōlealiʻiliʻi,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Kūkaʻiau,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Kūpapaʻulua,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Lamimaumau,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.857142857142858,65.47619047619048,16.666666666666664
Hawai‘i::Lapakahi,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Laupāhoehoe,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Laʻimi,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawai‘i::Makahanaloa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawai‘i::Malanahae,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.371134020618557,87.62886597938144,0.0
Hawai‘i::Manoloa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,0.0,0.0,0.0
Hawai‘i::Manowaiʻōpae,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Manuwaikaalio,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0
Hawai‘i::Maulua,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Māhukona,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Mākea,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawai‘i::Māʻili,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,61.849710982658955,38.15028901734104,0.0,0.0,0.0
Hawai‘i::Nakooko,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Naluea,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.00000000000001,45.0
Hawai‘i::Nienie,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.61187214611872,31.506849315068493,53.88127853881278,0.0
Hawai‘i::Niuliʻi,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Nānue,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,17.99163179916318,82.00836820083683,0.0,0.0,0.0
Hawai‘i::Nāʻālehu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.03174603174604,3.968253968253968
Hawai‘i::Nīnole,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,21.333333333333336,78.66666666666666,0.0,0.0,0.0
Hawai‘i::Ohanaula,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Ohiahuea,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Onomea,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawai‘i::Ouhi,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Hawai‘i::Pae,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,93.33333333333333
Hawai‘i::Paeohe,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Pali Akamoa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Paopao,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Papuaa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.27722772277228,27.722772277227726,0.0
Hawai‘i::Paukaa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawai‘i::Paʻauilo,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Peleau,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawai‘i::Pohakuhaku,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Pololū,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Poupou,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,32.0,68.0,0.0,0.0,0.0
Hawai‘i::Punalulu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9230769230769231,98.07692307692307
Hawai‘i::Puuokalepa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawai‘i::Puʻumaile,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Pāhala,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.09710550887021,23.902894491129786,0.0
Hawai‘i::Pāhale,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Pāheʻeheʻe,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,92.85714285714286,7.142857142857142,0.0,0.0,0.0
Hawai‘i::Pāhoehoe,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,33.11036789297659,66.88963210702342,0.0,0.0,0.0
Hawai‘i::Pāpaʻikou,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawai‘i::Pōhakuloa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.292593079857912,37.705565057229315,32.79831601105118,3.203525851861597
Hawai‘i::Pōhakupuka,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Pūkoʻa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888888888889,11.11111111111111
Hawai‘i::Pūkīhae,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,62.23776223776224,37.76223776223776,0.0,0.0,0.0
Hawai‘i::South Point,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.437137330754354,77.56286266924565
Hawai‘i::Umauma,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,7.770961145194274,92.22903885480572,0.0,0.0,0.0
Hawai‘i::Waiaalala,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Waiaama,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,51.21951219512195,48.78048780487805,0.0,0.0,0.0
Hawai‘i::Waiehu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawai‘i::Waikaalulu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Waikaloa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Waikama,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Waikaumalo,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,6.276747503566334,93.72325249643366,0.0,0.0,0.0
Hawai‘i::Waikoekoe,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Hawai‘i::Waikoloa 1.0,2026-03,0.0,0.0,0.0,0.0,0.0,35.027472527472526,16.346153846153847,12.225274725274724,12.637362637362637,23.763736263736263,0.0
Hawai‘i::Waikoloa 2.0,2026-03,0.0,0.0,0.0,0.0,0.0,13.814342278926528,11.438627364716233,26.660800703915534,22.173339199296084,14.254289485261767,11.658600967883855
Hawai‘i::Waikolu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawai‘i::Wailoa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,31.6602809706258,66.25798212005108,2.081736909323116,0.0,0.0
Hawai‘i::Wailoa/Waipio,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.49247121346324,63.50752878653676
Hawai‘i::Wailuku,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,5.872175859963362,83.15693059230613,10.97089354773051,0.0,0.0
Hawai‘i::Waimaauou,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawai‘i::Waimaile,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Waimanu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.896103896103896,96.1038961038961
Hawai‘i::Wainaia,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Wainaku,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawai‘i::Waipahi,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Waipunahina,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Waipunahoe,2026-03,0.0,0.0,0.0,0.0,0.0,3.35195530726257,11.731843575418994,26.11731843575419,14.804469273743019,43.994413407821234,0.0
Hawai‘i::Waipunalau,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Waipunalei,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::Waipāhoehoe,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.18181818181819,21.818181818181817
Hawai‘i::Waiulili,2026-03,0.0,0.0,0.0,0.0,0.0,17.00787401574803,30.078740157480315,9.763779527559056,16.92913385826772,26.14173228346457,0.07874015748031496
Hawai‘i::Waiʻaha,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2701014032571956,14.04281470859367,84.68708388814915
Hawai‘i::Waiʻaleʻale,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Hawai‘i::Waiʻāpuka,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawai‘i::Āhole,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,3.225806451612903,96.7741935483871,0.0,0.0,0.0
Hawai‘i::ʻĀʻāmanu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawai‘i::ʻŌpeʻa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,88.23529411764706,11.76470588235294,0.0,0.0,0.0
Kaho‘olawe::Ahupū,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Ahupūiki,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Hakioawa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Honokanaiʻa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Honokoʻa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Kamōhio,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Kaukamaka,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Kaukamoku,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Kaulana,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Keālia Luna,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Kuheeia,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Kānaloa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Lae ʻO Kākā,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Laepakī,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Makaʻalae,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Moaʻula Iki,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Olohia,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Pali ʻO Kalapakea,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Papaka Iki,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Papaka Nui,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Waihonu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Waikahalulu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::Waʻaiki,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaho‘olawe::ʻOawawahie,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kaua‘i::Aepo,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Kaua‘i::Aliomanu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Kaua‘i::Anahola,2026-03,0.0,0.0,0.0,0.0,0.0,17.15686274509804,20.26143790849673,40.52287581699346,21.241830065359476,0.8169934640522877,0.0
Kaua‘i::Aʻakukui,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.30434782608695,58.69565217391305,0.0,0.0
Kaua‘i::Hanakoa,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kaua‘i::Hanakāpīʻai,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kaua‘i::Hanalei,2026-03,0.0,0.0,0.0,0.0,0.0,85.32455315145813,13.640639698965193,1.03480714957667,0.0,0.0,0.0
Kaua‘i::Hanamāʻulu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.914728682170542,32.36434108527132,36.240310077519375,22.48062015503876
Kaua‘i::Hanapēpē,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.39933719966861,25.6006628003314,0.0,0.0
Kaua‘i::Hikimoe,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,96.15384615384616,0.0,0.0,0.0
Kaua‘i::Honopū,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kaua‘i::Hoʻolulu,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kaua‘i::Hulāʻia 1.0,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82934609250399,25.996810207336523,16.028708133971293,17.145135566188195
