island,division_type,name,date,mean,anomaly,pchange,rank,max
Hawaiʻi,ahupuaa,Kaʻapuna,2026-03,65.47536462560876,1.879412603997558,1.879412603997558,4.0,74.50322647094727
Hawaiʻi,ahupuaa,Kaʻauhuhu 1,2026-03,71.68930838448661,1.9150896344866055,1.9150896344866055,3.0,74.07935333251953
Hawaiʻi,ahupuaa,Kaʻauhuhu 2,2026-03,70.94445688790137,1.9143747312213293,1.9143747312213293,3.0,74.45677490234375
Hawaiʻi,ahupuaa,Kaʻawaloa,2026-03,66.3546205634313,1.8882078461299727,1.8882078461299727,3.0,74.5961296081543
Hawaiʻi,ahupuaa,Kaʻieʻie,2026-03,71.6980811866554,1.9189136402027032,1.9189136402027032,3.0,74.39290657043458
Hawaiʻi,ahupuaa,Kaʻohe,2026-03,60.88115413014482,1.8569547327553408,1.8569547327553408,4.0,73.9864501953125
Hawaiʻi,ahupuaa,Kaʻohe 1-3,2026-03,63.661033203125,1.8717158203124953,1.8717158203124953,4.0,74.4974208831787
Hawaiʻi,ahupuaa,Kaʻohe 4,2026-03,63.19322509765625,1.8699261474609372,1.8699261474609372,3.0,73.91677284240723
Hawaiʻi,ahupuaa,Kaʻohe 5,2026-03,71.56225372314452,1.9102395629882665,1.9102395629882665,3.0,74.45677490234375
Hawaiʻi,ahupuaa,Kaʻohe Mauka,2026-03,50.29538127649168,1.4257623492011717,1.4257623492011717,7.0,60.88129196166992
Hawaiʻi,ahupuaa,Kaʻūpūlehu,2026-03,68.43536408847982,1.8990053444180575,1.8990053444180575,3.0,74.64838676452636
Hawaiʻi,ahupuaa,Keahialaka,2026-03,72.4089551276967,1.9219448960977132,1.9219448960977132,3.0,74.60193519592285
Hawaiʻi,ahupuaa,Keahuolū,2026-03,71.49430996509308,1.9130236037234027,1.9130236037234027,3.0,74.60193519592285
Hawaiʻi,ahupuaa,Kealahewa,2026-03,73.05752618963069,1.9232825816761476,1.9232825816761476,3.0,74.45677490234375
Hawaiʻi,ahupuaa,Kealakehe,2026-03,69.38905432792887,1.90319241958683,1.90319241958683,3.0,74.60193519592285
Hawaiʻi,ahupuaa,"Kealakekua, Kīloa 1",2026-03,61.378682976973685,1.8601227384868437,1.8601227384868437,4.0,74.61935539245606
Hawaiʻi,ahupuaa,Kealakomo,2026-03,70.83908826207822,1.910728707342784,1.910728707342784,3.0,74.57290382385254
Hawaiʻi,ahupuaa,Keauhou,2026-03,58.28176440329218,1.7944010416666671,1.7944010416666671,4.0,74.57870941162109
Hawaiʻi,ahupuaa,Keauhou 1,2026-03,66.11931499245978,1.8864414900301512,1.8864414900301512,3.0,74.61935539245606
Hawaiʻi,ahupuaa,Keauhou 2,2026-03,53.39446384910933,1.6365351030387743,1.6365351030387743,6.0,74.64838676452636
Hawaiʻi,ahupuaa,"Keauohana, Kehena",2026-03,73.4089573636968,1.9265063996010525,1.9265063996010525,3.0,74.54967803955078
Hawaiʻi,ahupuaa,Keaīwa,2026-03,71.18037765887604,1.9151071756827633,1.9151071756827633,3.0,74.48000068664551
Hawaiʻi,ahupuaa,Keaʻau,2026-03,71.47481679112795,1.9148886814534052,1.9148886814534052,3.0,74.64838676452636
Hawaiʻi,ahupuaa,Keaʻā,2026-03,70.31412160773027,1.9084832442434276,1.9084832442434276,3.0,74.12579803466797
Hawaiʻi,ahupuaa,"Kehena 1, Kipi",2026-03,69.28159344276685,1.9022913557759722,1.9022913557759722,3.0,74.52064323425293
Hawaiʻi,ahupuaa,Kehena 2,2026-03,67.41796729244403,1.8928590689132534,1.8928590689132534,3.0,74.56709480285645
Hawaiʻi,ahupuaa,Kemau,2026-03,72.0193603515625,1.9196980794270786,1.9196980794270786,3.0,74.0909610748291
Hawaiʻi,ahupuaa,Keonepokoiki,2026-03,73.27116561025943,1.9260373673348994,1.9260373673348994,3.0,74.56128578186035
Hawaiʻi,ahupuaa,Keonepokonui,2026-03,73.32996941332547,1.9252358490566053,1.9252358490566053,3.0,74.53225784301758
Hawaiʻi,ahupuaa,"Keoniki, Kauniho, Wa",2026-03,63.329070893595045,1.870218072055792,1.870218072055792,3.0,66.70516166687011
Hawaiʻi,ahupuaa,Keālia 1,2026-03,61.50315537694412,1.859789926555294,1.859789926555294,4.0,74.56709480285645
Hawaiʻi,ahupuaa,Keālia 2,2026-03,63.508710098266604,1.8701374053955107,1.8701374053955107,4.0,74.38129539489746
Hawaiʻi,ahupuaa,Keʻei 1,2026-03,72.20894312365301,1.917568864493532,1.917568864493532,3.0,74.6309700012207
Hawaiʻi,ahupuaa,Keʻei 2,2026-03,66.7227199388587,1.8896942934782572,1.8896942934782572,3.0,74.65419235229493
Hawaiʻi,ahupuaa,"Keʻekeʻe 1-2, Kanakau",2026-03,69.78200485641892,1.9066775760135215,1.9066775760135215,3.0,74.56709480285645
Hawaiʻi,ahupuaa,"Kiolakaʻa, Puʻumakaʻā",2026-03,67.73423136210762,1.8954500070067297,1.8954500070067297,3.0,74.6309700012207
Hawaiʻi,ahupuaa,Kiʻilae,2026-03,60.28269003378379,1.8529101562499974,1.8529101562499974,4.0,74.4683895111084
Hawaiʻi,ahupuaa,Kiʻiokalani,2026-03,70.67465105754573,1.91177383050686,1.91177383050686,3.0,74.48000068664551
Hawaiʻi,ahupuaa,Kohanaiki,2026-03,73.01797666807433,1.9216691300675706,1.9216691300675706,3.0,74.65419235229493
Hawaiʻi,ahupuaa,Koholālele,2026-03,60.55980168269231,1.8457538311298052,1.8457538311298052,4.0,74.1083812713623
Hawaiʻi,ahupuaa,Kokoiki,2026-03,73.05534319196428,1.9244986397879416,1.9244986397879416,3.0,74.4974208831787
Hawaiʻi,ahupuaa,Kolo,2026-03,70.96466418850807,1.9132513230846797,1.9132513230846797,3.0,74.50322647094727
Hawaiʻi,ahupuaa,"Koloaha, Kulihaʻi",2026-03,71.59859175248579,1.9170310280539695,1.9170310280539695,3.0,74.3406494140625
Hawaiʻi,ahupuaa,Kou,2026-03,72.21648053850447,1.9191796875000051,1.9191796875000051,3.0,74.39290657043458
Hawaiʻi,ahupuaa,Kuilei 1-2,2026-03,71.576076171875,1.91162109375,1.91162109375,3.0,74.07935333251953
Hawaiʻi,ahupuaa,Kukuihaele,2026-03,70.05029192985373,1.9071283868018725,1.9071283868018725,3.0,73.59741744995117
Hawaiʻi,ahupuaa,"Kukuihala, Kamāʻili",2026-03,72.26345252403846,1.9193734975961547,1.9193734975961547,3.0,74.51484107971191
Hawaiʻi,ahupuaa,Kukuikea,2026-03,73.2938249860491,1.9291796003069095,1.9291796003069095,3.0,73.47548637390136
Hawaiʻi,ahupuaa,Kukuiopaʻe 1-2,2026-03,64.46171952813745,1.876338785483071,1.876338785483071,4.0,74.4741985321045
Hawaiʻi,ahupuaa,Kukuipahu,2026-03,72.80791184971099,1.9224245280888823,1.9224245280888823,3.0,74.56128578186035
Hawaiʻi,ahupuaa,Kula,2026-03,73.95022575081168,1.928084415584408,1.928084415584408,3.0,74.57290382385254
Hawaiʻi,ahupuaa,"Kulanakiʻi, Kahīnano",2026-03,70.58373325892856,1.909999302455347,1.909999302455347,3.0,74.11999588012695
Hawaiʻi,ahupuaa,Kulaʻikahonu,2026-03,72.7135977608817,1.922466169084828,1.922466169084828,3.0,74.39290657043458
Hawaiʻi,ahupuaa,Kulaʻimano,2026-03,73.39569905598958,1.9228312174479072,1.9228312174479072,3.0,74.3754898071289
Hawaiʻi,ahupuaa,"Kāhei, Hualua",2026-03,73.18541853913163,1.9257147054756558,1.9257147054756558,3.0,74.4625804901123
Hawaiʻi,ahupuaa,Kāwala,2026-03,72.34792336856617,1.9196798885569706,1.9196798885569706,3.0,74.09676666259766
Hawaiʻi,ahupuaa,Kēōkea,2026-03,63.79199122060644,1.8739731590346622,1.8739731590346622,4.0,74.52644882202148
Hawaiʻi,ahupuaa,Kīkala,2026-03,71.02268826844262,1.9139156153944725,1.9139156153944725,3.0,74.16644744873047
Hawaiʻi,ahupuaa,"Kīkala 1-2, Kēōkea",2026-03,73.2180078125,1.9254994419642912,1.9254994419642912,3.0,74.54387245178222
Hawaiʻi,ahupuaa,Kīpahoehoe,2026-03,66.7911884014423,1.8890557391826803,1.8890557391826803,3.0,74.53806343078614
Hawaiʻi,ahupuaa,Kīʻao,2026-03,70.17798916235903,1.9058123825188034,1.9058123825188034,3.0,71.73935813903809
Hawaiʻi,ahupuaa,Kīʻolokū,2026-03,68.78107299804688,1.9003993443080418,1.9003993443080418,3.0,74.28838539123535
Hawaiʻi,ahupuaa,Kūkaʻiau,2026-03,61.22095404081938,1.8475934042314606,1.8475934042314606,4.0,74.1083812713623
Hawaiʻi,ahupuaa,"Kūkiʻo, Maniniʻōwali",2026-03,72.79670996093749,1.9209638671874956,1.9209638671874956,3.0,74.61935539245606
Hawaiʻi,ahupuaa,Kūkūau 1,2026-03,68.53215009581368,1.8985010686910329,1.8985010686910329,3.0,74.60193519592285
Hawaiʻi,ahupuaa,Kūkūau 2,2026-03,67.93406990840518,1.8957765355603442,1.8957765355603442,3.0,74.64838676452636
Hawaiʻi,ahupuaa,"Laeʻapuki, Pānaui-iki",2026-03,71.79251929593373,1.9167145143072304,1.9167145143072304,3.0,74.52644882202148
Hawaiʻi,ahupuaa,Laimi,2026-03,72.1982900766226,1.9181706355168302,1.9181706355168302,3.0,74.25354499816895
Hawaiʻi,ahupuaa,"Lanihau 1-2, Moeauo",2026-03,70.60215936916978,1.911086535097951,1.911086535097951,3.0,74.64257774353027
Hawaiʻi,ahupuaa,Lanikepu,2026-03,62.6939193725586,1.8687194824218807,1.8687194824218807,3.0,66.80387382507324
Hawaiʻi,ahupuaa,Laupāhoehoe 1,2026-03,64.69263311589806,1.8774802791262175,1.8774802791262175,4.0,74.16644744873047
Hawaiʻi,ahupuaa,"Laupāhoehoe, Welokā",2026-03,65.3176775251116,1.8815970284598222,1.8815970284598222,4.0,74.57290382385254
Hawaiʻi,ahupuaa,"Lepoloa, Kaluakailio",2026-03,73.19404512293198,1.9238740808823565,1.9238740808823565,3.0,74.20129127502442
Hawaiʻi,ahupuaa,"Lālāmilo, Keanuʻiʻomanō",2026-03,69.78346631516256,1.9060165884248903,1.9060165884248903,3.0,74.65419235229493
Hawaiʻi,ahupuaa,Mahaiʻula,2026-03,73.1062255859375,1.9229785816089446,1.9229785816089446,3.0,74.64257774353027
Hawaiʻi,ahupuaa,"Makahanaloa, Pepeʻekeo",2026-03,63.69487242879747,1.872289111946202,1.872289111946202,4.0,74.48580627441406
